Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
1.634,0.0,240.93,6.8,0,0,0,16,5,0
1.394,0.176,241.02,5.8,0,0,0,25,1,0
0.31,0.128,242.34,1.6,0,0,0,17,9,0
0.404,0.182,245.74,1.8,0,0,1,8,4,1
0.346,0.062,242.89,1.4,0,0,1,30,10,1
0.338,0.12,247.38,1.4,0,0,1,8,11,1
0.388,0.198,245.48,1.8,0,2,0,13,3,2
0.75,0.11,241.37,3.0,0,1,1,28,8,2
1.144,0.192,239.7,4.8,0,0,0,30,8,0
1.432,0.218,237.64,6.0,0,0,18,10,11,18
0.246,0.0,243.07,1.0,0,0,0,22,3,0
1.38,0.0,242.74,5.6,0,0,19,15,3,19
0.154,0.0,241.87,0.6,0,0,1,25,6,1
1.6,0.15,243.61,6.6,0,0,18,27,11,18
3.146,0.528,238.69,13.4,0,0,28,6,1,28
1.678,0.0,243.86,7.0,0,2,18,29,1,20
1.096,0.378,241.62,4.8,0,0,11,23,4,11
1.736,0.058,240.26,7.2,0,0,17,13,2,17
1.294,0.0,241.29,5.2,0,0,17,7,1,17
1.474,0.0,240.52,8.2,0,0,0,17,4,0
0.732,0.346,244.08,3.6,0,0,4,6,4,4
3.744,0.198,232.52,16.0,0,36,17,21,2,53
0.156,0.0,242.73,0.6,0,0,1,4,8,1
0.372,0.356,241.42,2.0,0,2,0,24,7,2
0.4,0.132,244.2,1.8,0,1,0,14,12,1
2.634,0.094,241.56,10.8,39,0,0,13,1,39
0.276,0.098,240.13,1.2,0,0,1,15,8,1
1.468,0.076,237.8,6.2,0,0,17,23,1,17
0.33,0.122,241.18,1.4,0,0,0,7,12,0
0.48,0.376,240.37,2.4,0,2,0,19,1,2
1.21,0.0,239.69,5.0,0,0,18,16,6,18
1.662,0.442,237.16,7.2,0,1,17,17,5,18
1.028,0.378,242.6,4.4,0,0,0,15,4,0
0.38,0.0,239.85,1.6,0,0,0,13,7,0
0.338,0.114,242.59,1.6,0,0,0,30,12,0
1.34,0.086,237.09,5.6,0,0,18,25,10,18
0.45,0.126,244.7,2.0,0,2,1,8,4,3
2.166,0.284,238.47,9.0,0,8,18,26,5,26
0.156,0.0,240.9,0.6,0,0,0,5,8,0
0.228,0.0,241.9,1.0,0,0,0,4,12,0
1.126,0.066,241.7,4.6,0,0,0,15,9,0
2.922,0.166,237.88,12.2,0,0,17,20,9,17
0.798,0.218,240.63,3.4,0,1,1,13,4,2
0.604,0.252,234.22,2.8,0,0,0,6,6,0
0.334,0.138,245.21,1.4,0,0,0,14,3,0
0.378,0.222,242.99,1.8,0,0,1,10,6,1
1.97,0.0,241.86,8.2,0,0,20,15,6,20
0.27,0.232,238.33,1.4,0,0,0,1,8,0
0.296,0.106,239.59,1.2,0,2,0,1,3,2
0.44,0.302,239.36,2.2,0,1,1,17,5,2
1.264,0.0,237.29,5.2,0,0,17,11,2,17
0.254,0.0,243.9,1.0,0,0,1,22,10,1
0.244,0.0,235.42,1.2,0,0,0,22,7,0
0.14,0.0,243.32,0.6,0,0,1,2,8,1
1.844,0.0,242.84,7.6,0,0,18,8,1,18
0.132,0.066,241.93,0.8,0,0,1,25,8,1
0.32,0.21,239.36,1.6,0,0,1,25,7,1
1.37,0.048,243.81,5.6,0,0,18,10,3,18
1.382,0.0,240.79,5.6,0,0,19,19,11,19
0.13,0.0,241.3,0.6,0,0,0,27,6,0
0.146,0.0,239.57,0.6,0,0,0,10,9,0
0.302,0.078,246.62,1.2,0,0,0,19,11,0
0.306,0.086,246.98,1.2,0,0,1,8,11,1
3.002,0.36,238.17,12.8,0,0,17,9,1,17
0.716,0.0,242.79,2.8,0,0,0,29,10,0
1.288,0.0,241.01,5.2,0,0,18,8,4,18
1.302,0.058,240.01,5.4,0,2,19,18,9,21
0.394,0.238,237.16,2.0,0,2,0,20,7,2
1.32,0.2,234.47,5.6,0,0,17,3,8,17
0.38,0.084,246.84,1.6,0,0,0,22,1,0
0.256,0.0,243.62,1.0,0,1,0,4,5,1
1.234,0.052,242.1,5.0,0,0,0,25,1,0
4.884,0.21,231.07,21.2,0,54,16,26,7,70
0.552,0.098,234.65,2.6,0,2,0,6,5,2
1.428,0.184,240.96,6.0,0,0,19,12,5,19
1.43,0.196,236.64,6.0,0,0,18,24,6,18
2.87,0.236,237.11,12.2,0,17,17,8,2,34
0.328,0.106,247.08,1.4,0,0,0,27,11,0
1.698,0.222,243.18,7.0,0,0,18,1,11,18
0.46,0.214,240.43,2.0,0,1,1,11,9,2
0.22,0.104,235.69,1.0,0,0,0,17,7,0
1.07,0.378,242.22,4.6,0,0,12,1,9,12
0.724,0.35,240.36,4.8,10,1,0,25,8,11
2.122,0.096,239.6,8.8,0,0,0,11,3,0
0.222,0.0,242.48,1.0,0,0,0,10,3,0
0.564,0.186,239.46,2.4,0,0,1,18,4,1
0.444,0.112,242.43,1.8,0,0,1,18,5,1
0.476,0.194,235.16,2.4,0,0,0,26,7,0
1.206,0.05,231.41,5.2,0,0,17,30,5,17
0.206,0.052,242.03,0.8,0,0,0,27,10,0
4.932,0.0,238.96,20.6,38,1,18,19,10,57
0.228,0.096,234.2,1.2,0,1,0,26,7,1
0.322,0.118,245.58,1.4,0,0,0,28,3,0
2.186,0.18,239.64,9.2,0,1,18,17,2,19
0.45,0.194,242.27,2.0,0,0,1,28,4,1
0.368,0.124,243.94,1.6,0,0,1,9,4,1
2.468,0.0,239.14,10.4,0,0,0,21,3,0
0.222,0.0,242.64,1.0,0,0,0,23,8,0
1.558,0.112,240.06,6.4,0,0,18,1,5,18
1.76,0.118,239.62,7.2,0,0,19,31,8,19
1.658,0.208,240.86,6.8,0,0,18,10,12,18
0.466,0.278,238.66,2.2,0,0,1,22,7,1
1.344,0.054,245.53,5.4,0,0,18,17,2,18
2.458,0.076,233.88,10.4,1,0,17,26,3,18
0.44,0.224,242.23,2.0,0,1,0,28,4,1
0.59,0.548,239.98,3.2,0,1,0,11,7,1
0.234,0.128,243.39,1.0,0,1,1,1,8,2
0.368,0.122,237.8,1.6,0,0,0,4,1,0
0.472,0.222,245.2,2.0,0,1,1,19,11,2
1.304,0.156,236.97,5.4,0,1,17,5,7,18
0.278,0.07,239.35,1.2,0,0,0,31,10,0
1.382,0.06,240.47,5.6,0,0,18,27,11,18
0.202,0.0,240.63,0.8,0,0,0,30,10,0
0.112,0.0,240.68,0.4,0,0,0,11,6,0
0.16,0.0,241.49,0.6,0,0,1,31,7,1
2.502,0.078,238.91,10.4,0,0,18,12,12,18
1.202,0.14,236.23,5.0,0,1,0,5,5,1
2.956,0.054,242.71,12.0,0,39,0,20,2,39
0.906,0.244,242.82,3.8,0,2,12,3,7,14
0.464,0.09,240.99,1.8,0,0,1,13,5,1
0.364,0.1,244.06,1.6,0,0,0,18,10,0
3.078,0.41,238.39,13.2,0,0,19,4,10,19
0.31,0.096,236.72,1.4,0,0,0,23,3,0
0.15,0.0,243.54,0.6,0,0,1,22,7,1
2.968,0.27,243.57,12.2,39,1,0,30,3,40
1.602,0.276,242.9,6.6,0,1,0,15,1,1
0.692,0.072,241.05,2.8,0,0,1,18,7,1
1.762,0.0,241.45,7.2,0,0,18,4,10,18
0.29,0.098,246.41,1.2,0,1,0,24,12,1
1.378,0.0,247.53,5.6,0,0,18,3,2,18
0.392,0.252,241.07,2.0,0,1,1,3,7,2
0.35,0.124,240.18,1.4,0,0,1,7,5,1
0.31,0.088,242.22,1.4,0,2,0,9,3,2
0.24,0.198,238.63,1.2,0,1,0,15,6,1
3.668,0.114,237.15,15.4,0,1,17,25,10,18
0.238,0.124,238.65,1.0,0,0,0,2,8,0
0.336,0.114,244.54,1.4,0,1,0,7,2,1
2.588,0.284,236.98,11.0,0,2,28,4,10,30
0.402,0.184,246.36,1.8,0,1,0,13,2,1
1.892,0.068,237.11,8.2,0,28,0,2,10,28
1.528,0.254,240.41,6.4,0,1,0,18,4,1
0.336,0.106,244.82,1.4,0,1,0,24,1,1
0.238,0.118,244.44,1.0,0,1,0,15,8,1
0.418,0.176,242.39,1.8,0,0,1,5,7,1
0.258,0.0,243.84,1.0,0,0,1,25,4,1
0.3,0.084,244.8,1.2,0,2,0,29,12,2
1.428,0.176,240.33,6.0,0,0,18,21,6,18
2.042,0.07,241.44,8.4,0,0,0,7,1,0
2.064,0.188,241.76,8.6,0,0,10,26,10,10
1.386,0.088,241.4,5.6,0,0,18,17,12,18
1.56,0.118,239.28,6.4,0,0,18,15,3,18
4.214,0.324,236.09,17.8,0,1,17,8,1,18
1.302,0.0,237.8,5.4,0,0,17,12,2,17
1.634,0.082,240.92,6.8,0,0,17,5,3,17
1.612,0.226,243.0,6.6,1,0,18,14,11,19
0.316,0.252,240.03,1.6,0,1,0,28,8,1
0.324,0.226,242.0,1.6,0,0,0,15,7,0
0.53,0.07,234.36,2.2,0,0,0,24,4,0
0.286,0.196,241.1,1.4,0,0,0,17,8,0
0.204,0.0,239.34,0.8,1,0,1,15,6,2
0.844,0.11,239.98,3.4,0,1,0,6,11,1
0.418,0.216,243.3,2.0,1,0,1,24,6,2
1.624,0.072,238.59,6.8,0,1,18,29,6,19
0.262,0.082,240.93,1.2,0,0,1,29,6,1
1.366,0.052,243.71,5.6,0,0,18,17,12,18
0.232,0.134,240.4,1.0,0,0,1,6,8,1
0.89,0.292,242.88,3.8,0,0,11,21,6,11
0.742,0.104,241.68,3.2,0,0,1,13,8,1
0.142,0.0,240.04,0.6,0,0,0,4,8,0
0.306,0.218,237.53,1.6,0,0,1,5,9,1
1.716,0.116,243.41,7.0,0,0,18,16,1,18
0.3,0.05,242.4,1.2,0,0,0,18,10,0
1.14,0.366,242.35,4.8,0,0,12,7,6,12
0.206,0.0,242.23,0.8,0,0,0,1,11,0
0.364,0.098,242.96,1.6,0,0,0,20,10,0
0.632,0.254,242.65,2.8,0,0,1,1,9,1
0.346,0.306,238.68,1.8,0,2,0,2,7,2
0.294,0.224,238.91,1.4,0,1,1,24,5,2
0.452,0.342,243.63,2.4,0,1,0,5,6,1
0.612,0.102,241.94,2.4,0,0,1,1,10,1
0.51,0.224,242.88,2.2,0,0,0,18,4,0
0.304,0.078,243.95,1.2,0,0,1,12,11,1
1.264,0.058,229.15,5.4,0,1,16,26,5,17
0.37,0.346,240.18,2.0,0,2,1,27,9,3
0.392,0.212,243.9,1.8,0,0,0,29,10,0
2.03,0.218,242.11,8.4,0,0,0,18,12,0
1.484,0.054,241.3,6.2,0,0,19,10,5,19
0.316,0.242,242.6,1.6,0,0,1,30,6,1
1.216,0.072,237.77,5.0,0,1,17,24,9,18
0.34,0.138,250.28,1.4,0,1,1,14,12,2
0.972,0.0,235.81,4.0,1,0,0,13,3,1
0.338,0.052,244.63,1.4,0,0,0,1,3,0
2.254,0.052,238.65,9.4,0,0,0,22,2,0
0.774,0.128,243.46,3.2,0,0,1,2,12,1
0.154,0.0,239.84,0.6,0,0,1,30,7,1
3.248,0.446,237.38,14.0,0,23,18,11,10,41
7.938,0.0,233.41,34.0,37,35,17,5,3,89
0.398,0.218,244.0,1.8,0,0,0,2,7,0
0.676,0.05,237.7,2.8,0,0,0,16,3,0
0.318,0.122,241.12,1.4,0,0,1,6,6,1
0.08,0.0,240.91,0.2,0,0,0,14,8,0
0.236,0.0,244.37,1.0,0,0,0,9,4,0
0.664,0.088,241.81,2.8,0,0,0,22,3,0
0.248,0.0,240.08,1.0,0,0,1,26,4,1
1.374,0.078,241.02,5.6,0,0,18,19,2,18
1.352,0.194,245.46,6.2,0,15,0,25,3,15
2.628,0.204,241.27,10.8,0,0,18,20,12,18
3.054,0.632,238.19,13.0,0,0,18,27,9,18
0.398,0.176,240.52,1.8,0,1,0,13,3,1
0.112,0.0,240.87,0.4,0,0,0,13,6,0
0.59,0.258,242.83,2.6,0,0,1,21,9,1
0.428,0.05,242.72,2.0,0,0,0,1,11,0
1.312,0.066,242.42,5.4,0,0,19,27,9,19
1.288,0.0,241.13,5.2,0,0,18,3,3,18
0.508,0.0,241.12,2.4,0,0,0,1,11,0
0.176,0.0,243.32,0.8,0,0,0,1,9,0
1.066,0.104,240.84,4.4,0,1,1,8,5,2
0.122,0.0,241.45,0.6,0,0,0,23,6,0
0.406,0.046,241.52,1.8,0,1,1,31,5,2
4.054,0.116,237.33,17.2,0,26,17,28,3,43
0.242,0.108,238.46,1.0,0,0,1,25,7,1
1.326,0.0,239.99,5.4,0,0,17,12,3,17
1.378,0.372,239.92,5.8,0,1,0,13,6,1
0.246,0.174,240.28,1.2,0,2,0,17,6,2
0.422,0.054,242.27,2.0,0,0,0,3,11,0
1.176,0.058,228.69,5.0,0,0,17,28,5,17
1.752,0.118,242.31,7.2,1,0,18,7,9,19
1.394,0.0,243.14,5.6,0,0,18,30,1,18
1.656,0.192,236.47,7.0,1,1,17,20,5,19
4.254,0.13,238.67,17.8,37,0,18,1,10,55
1.304,0.094,238.55,5.4,0,0,18,20,7,18
0.968,0.366,239.81,4.2,0,0,12,23,8,12
1.42,0.0,243.15,5.8,0,0,18,8,1,18
3.476,0.212,239.01,14.6,0,0,19,10,9,19
1.588,0.0,236.56,6.8,0,0,17,22,4,17
0.316,0.0,243.87,1.4,0,0,0,24,4,0
0.386,0.0,241.36,1.6,0,0,0,1,7,0
1.762,0.242,241.25,7.4,0,0,25,27,5,25
0.102,0.0,235.19,0.4,0,0,0,9,8,0
0.408,0.184,240.69,1.8,0,1,0,5,10,1
0.174,0.148,239.65,0.8,0,0,1,17,8,1
0.428,0.0,243.55,2.0,0,0,0,16,2,0
1.512,0.184,243.03,6.2,0,0,0,15,2,0
1.76,0.096,246.78,7.0,0,0,0,28,12,0
0.244,0.148,243.59,1.2,0,1,1,28,7,2
1.674,0.138,238.04,7.2,0,1,18,26,1,19
0.33,0.05,244.77,1.6,0,0,0,1,2,0
0.722,0.246,242.66,3.2,0,1,1,24,5,2
2.594,0.35,242.72,10.6,1,1,0,27,8,2
1.326,0.228,240.48,6.0,0,9,9,19,6,18
0.112,0.0,239.54,0.4,0,0,0,1,9,0
0.468,0.142,242.43,2.2,0,0,0,6,9,0
2.35,0.046,237.41,10.0,0,0,17,17,1,17
0.234,0.046,247.1,1.0,0,0,0,21,12,0
0.176,0.154,241.9,0.8,0,0,1,19,8,1
0.342,0.07,235.95,1.4,0,0,0,3,11,0
1.592,0.0,232.51,6.8,0,0,18,3,6,18
0.294,0.23,239.49,1.6,0,0,0,18,4,0
1.644,0.088,242.18,6.8,0,0,0,21,3,0
2.06,0.082,240.9,8.6,0,0,17,1,2,17
1.16,0.284,243.14,5.0,0,1,1,30,7,2
0.262,0.126,242.63,1.2,0,0,1,8,8,1
3.14,0.356,235.72,13.4,0,1,17,30,11,18
1.534,0.048,240.18,6.4,0,0,18,26,1,18
2.976,0.1,237.33,12.8,0,27,1,4,8,28
0.208,0.0,246.48,0.8,0,0,0,18,2,0
3.008,0.212,238.52,12.6,0,0,29,29,4,29
0.56,0.0,236.9,2.4,0,0,0,18,2,0
1.322,0.068,247.41,5.2,0,0,0,25,1,0
2.486,0.0,237.38,10.4,37,0,1,30,5,38
0.232,0.138,240.85,1.0,0,0,0,15,4,0
1.356,0.056,237.43,5.6,0,0,18,11,10,18
0.442,0.308,237.69,2.2,0,1,0,4,6,1
0.248,0.0,243.48,1.0,0,0,0,19,1,0
1.186,0.0,237.31,5.0,0,0,18,4,9,18
1.044,0.516,242.33,4.8,1,1,0,21,4,2
1.426,0.104,241.45,5.8,0,0,19,13,3,19
1.356,0.056,242.54,5.6,0,0,19,12,5,19
1.408,0.112,239.25,5.8,0,0,18,6,5,18
1.466,0.23,239.96,6.2,0,2,18,1,3,20
1.956,0.276,242.3,8.2,1,0,27,26,8,28
0.684,0.192,241.96,2.8,0,0,1,6,7,1
0.178,0.0,241.82,0.8,1,0,1,23,7,2
1.796,0.224,239.29,7.6,0,1,18,20,6,19
1.414,0.076,238.98,5.8,0,0,18,1,9,18
0.238,0.14,242.33,1.0,0,0,0,26,9,0
0.628,0.184,233.85,2.8,0,2,1,2,6,3
2.15,0.33,238.36,9.0,0,1,30,8,7,31
1.97,0.112,240.06,8.2,0,0,0,26,11,0
2.22,0.498,238.98,10.0,6,0,18,16,4,24
0.518,0.122,239.76,2.2,0,2,0,3,11,2
1.422,0.046,238.8,6.0,0,0,18,28,5,18
0.65,0.222,243.91,2.8,0,1,1,12,10,2
1.396,0.188,242.43,5.8,0,1,19,5,7,20
1.228,0.0,240.62,5.0,0,0,18,20,9,18
0.224,0.0,242.52,1.0,0,0,0,20,3,0
0.226,0.0,245.74,1.0,0,0,0,14,1,0
6.302,0.418,234.22,26.8,37,35,11,11,10,83
1.808,0.096,241.25,7.6,0,0,18,15,1,18
0.226,0.078,239.65,1.0,0,0,1,25,6,1
0.39,0.128,241.3,1.6,0,0,1,9,7,1
0.298,0.218,242.53,1.4,0,1,1,25,6,2
1.464,0.328,240.9,6.2,0,1,19,26,7,20
1.172,0.076,233.44,5.0,0,0,16,1,8,16
1.4,0.09,237.98,5.8,0,0,18,27,6,18
2.818,0.258,239.67,11.8,0,2,29,4,9,31
2.02,0.112,241.67,8.2,0,0,18,7,5,18
0.396,0.288,240.84,2.0,0,2,0,29,7,2
0.228,0.104,239.96,1.2,0,0,1,25,7,1
0.24,0.0,243.81,1.0,0,0,0,3,4,0
0.948,0.0,242.89,6.4,0,0,0,19,1,0
5.558,0.28,231.61,24.2,29,34,17,28,1,80
0.848,0.0,244.21,3.4,0,3,0,30,8,3
1.614,0.34,240.38,6.8,0,0,1,24,9,1
0.238,0.0,242.44,1.2,0,0,0,28,10,0
0.868,0.088,237.33,3.6,0,0,11,8,6,11
0.366,0.07,241.35,1.6,0,0,1,29,8,1
0.32,0.112,244.2,1.4,0,0,0,10,3,0
0.878,0.102,241.64,3.6,0,1,0,8,4,1
0.494,0.218,242.49,2.2,0,0,0,21,1,0
1.41,0.0,242.57,5.8,0,0,0,27,12,0
0.386,0.142,239.4,2.2,0,0,0,17,6,0
0.452,0.202,242.25,2.0,0,1,0,19,11,1
0.49,0.262,249.22,2.2,0,0,0,4,1,0
2.08,0.172,237.58,8.8,0,0,18,22,12,18
0.484,0.198,244.62,2.2,0,0,0,5,1,0
1.368,0.048,241.48,5.6,0,0,18,21,5,18
0.978,0.108,237.67,4.0,0,0,0,1,7,0
0.256,0.122,239.84,1.2,0,1,1,21,6,2
0.236,0.0,242.43,1.0,0,0,1,9,4,1
0.218,0.118,240.85,1.0,0,1,1,17,8,2
0.328,0.12,246.71,1.4,0,1,0,9,4,1
0.482,0.158,237.76,2.2,0,0,1,17,6,1
0.16,0.0,240.18,0.8,0,0,0,20,4,0
2.694,0.2,238.68,11.4,1,19,18,31,5,38
1.466,0.3,237.19,6.2,0,1,18,12,6,19
1.004,0.098,241.55,4.2,0,0,0,30,9,0
1.344,0.13,238.4,5.6,1,0,17,20,9,18
1.464,0.094,238.58,6.2,0,0,18,29,6,18
0.326,0.052,240.58,1.4,0,0,0,3,11,0
0.316,0.104,244.48,1.4,0,0,0,20,3,0
2.24,0.222,237.25,9.4,0,0,18,25,10,18
0.292,0.0,240.93,1.2,0,0,1,22,10,1
1.946,0.292,238.02,8.2,0,1,28,15,9,29
3.328,0.458,237.7,14.0,0,0,18,31,3,18
0.374,0.178,239.36,1.6,0,1,1,15,11,2
0.226,0.104,240.13,1.0,0,2,1,14,7,3
0.23,0.0,245.65,1.0,0,0,0,6,4,0
1.86,0.0,248.14,7.4,0,0,18,30,1,18
6.354,0.446,233.35,27.4,70,4,17,8,3,91
1.808,0.202,240.52,7.4,0,1,18,15,4,19
1.87,0.08,239.22,7.8,0,2,17,18,12,19
1.156,0.0,239.03,4.8,0,0,17,18,8,17
0.264,0.098,235.74,1.2,0,2,1,4,6,3
1.472,0.0,237.31,6.2,0,0,0,3,4,0
0.268,0.0,243.89,1.0,0,0,1,25,4,1
3.132,0.0,239.02,13.0,1,0,17,1,3,18
1.752,0.458,239.39,7.4,0,1,19,22,6,20
0.874,0.314,243.19,3.8,0,0,10,7,6,10
0.502,0.0,243.1,2.0,1,0,1,13,6,2
0.38,0.096,241.57,1.6,0,2,0,5,4,2
2.096,0.174,243.81,8.6,0,0,19,29,12,19
0.17,0.0,239.42,0.8,0,0,1,15,6,1
0.466,0.342,240.74,2.4,0,1,0,12,4,1
0.18,0.084,236.33,0.8,0,1,0,26,4,1
2.28,0.36,241.73,9.4,0,1,1,25,10,2
0.322,0.0,242.22,1.4,0,0,0,30,1,0
2.526,0.074,235.32,10.6,0,0,17,24,10,17
2.358,0.354,238.38,10.0,0,17,18,3,9,35
0.224,0.13,239.39,1.0,0,1,1,27,8,2
0.368,0.202,243.61,1.6,0,0,1,21,6,1
0.594,0.228,246.8,2.6,0,1,0,12,1,1
0.382,0.238,242.36,1.8,0,0,0,16,1,0
3.292,0.188,238.86,13.8,0,0,17,10,1,17
0.56,0.162,242.35,2.4,0,0,1,31,8,1
1.258,0.08,235.32,5.2,0,0,17,8,8,17
1.892,0.202,238.66,7.8,0,1,17,28,9,18
0.156,0.0,241.99,0.6,0,0,1,20,7,1
1.832,0.0,241.18,7.6,0,0,1,18,10,1
1.616,0.0,244.47,6.6,0,0,19,9,1,19
0.248,0.104,237.79,1.0,0,0,0,5,9,0
0.29,0.05,244.77,1.2,0,0,0,12,12,0
0.22,0.0,236.64,1.0,0,0,0,3,6,0
0.532,0.202,241.73,2.4,0,0,1,19,4,1
0.082,0.0,242.38,0.2,0,0,0,21,8,0
1.724,0.378,244.71,7.2,0,1,18,27,11,19
0.372,0.144,236.68,1.8,1,1,0,5,6,2
0.368,0.214,238.71,1.8,0,0,0,19,7,0
0.412,0.22,242.14,1.8,0,0,0,24,4,0
0.588,0.208,244.1,2.4,0,1,1,15,10,2
1.668,0.0,240.9,7.0,0,0,18,18,11,18
0.42,0.07,239.73,2.0,0,0,1,29,6,1
1.312,0.058,238.25,6.0,0,0,0,16,9,0
1.928,0.306,240.31,8.0,0,2,19,21,4,21
0.308,0.252,243.39,1.6,0,1,1,7,9,2
1.398,0.178,238.29,5.8,0,1,18,23,9,19
2.372,0.0,238.84,9.8,0,0,0,11,3,0
0.144,0.0,242.55,0.6,0,0,0,22,4,0
0.242,0.0,237.42,1.0,0,0,1,4,5,1
0.626,0.234,241.43,2.6,0,2,1,2,3,3
0.416,0.21,241.28,2.0,0,0,1,30,8,1
0.406,0.256,242.99,2.0,0,1,0,23,3,1
2.816,0.098,240.63,12.0,0,0,18,3,2,18
2.976,0.0,240.02,12.4,0,0,18,9,3,18
0.194,0.0,236.02,1.0,0,0,0,24,7,0
0.324,0.132,241.37,1.4,0,2,0,19,1,2
2.642,0.174,239.6,11.0,0,1,0,14,3,1
0.218,0.046,241.51,0.8,0,0,0,17,3,0
1.382,0.144,241.62,5.6,0,0,18,20,6,18
1.618,0.098,240.71,6.6,1,0,19,11,6,20
1.718,0.082,238.95,7.2,0,0,0,6,2,0
1.358,0.188,238.77,5.8,0,1,0,13,11,1
1.26,0.0,235.02,5.2,0,0,17,6,6,17
1.626,0.08,244.27,6.6,0,0,18,11,3,18
0.322,0.094,244.17,1.4,0,0,0,15,2,0
0.176,0.152,240.92,0.8,0,0,1,27,8,1
0.732,0.07,242.87,3.0,0,0,1,8,9,1
1.812,0.1,237.26,7.6,0,0,17,19,2,17
0.31,0.234,240.75,1.6,0,0,1,5,8,1
1.554,0.086,239.33,6.6,0,0,18,2,12,18
0.866,0.314,243.38,3.8,0,0,0,24,1,0
2.798,0.442,238.9,12.6,26,1,18,4,7,45
0.734,0.098,242.09,3.0,1,1,1,22,6,3
0.33,0.084,243.39,1.4,0,0,1,9,4,1
0.334,0.194,242.44,1.6,0,1,1,8,6,2
0.158,0.0,244.58,0.6,0,0,1,27,6,1
1.568,0.22,244.84,6.4,0,1,1,24,10,2
4.312,0.29,236.14,18.2,37,0,12,30,7,49
0.288,0.112,239.15,1.2,0,0,1,16,5,1
0.328,0.082,241.54,1.4,0,0,1,13,11,1
1.24,0.468,241.4,5.4,1,1,12,27,6,14
0.216,0.112,244.59,1.0,0,1,0,9,7,1
0.186,0.154,241.44,1.0,0,0,1,17,8,1
1.374,0.22,237.49,5.8,0,2,0,9,10,2
1.356,0.052,242.46,5.6,0,0,1,24,8,1
0.216,0.0,243.5,0.8,0,0,0,12,12,0
0.338,0.07,241.39,1.4,0,1,0,19,11,1
1.546,0.0,242.51,6.4,0,0,19,11,12,19
1.382,0.104,240.18,5.6,0,0,18,13,12,18
0.486,0.306,238.13,2.4,0,2,1,2,7,3
1.214,0.068,238.34,5.4,0,0,14,20,4,14
1.542,0.0,242.75,6.4,0,1,18,25,3,19
0.376,0.234,242.13,1.8,1,1,1,22,9,3
0.254,0.0,240.1,1.0,0,0,1,7,5,1
1.664,0.194,240.72,7.0,0,1,18,13,12,19
3.54,0.056,235.41,15.0,0,38,17,26,8,55
0.29,0.242,242.1,1.6,0,1,0,20,7,1
0.886,0.356,244.94,3.8,0,1,1,7,1,2
0.376,0.174,239.1,1.6,0,0,0,25,10,0
0.334,0.33,239.13,1.8,1,0,0,25,8,1
1.402,0.18,239.97,5.8,0,0,19,1,6,19
2.844,0.066,234.69,12.0,0,0,17,15,12,17
0.326,0.084,243.3,1.4,0,1,1,28,4,2
4.694,0.0,235.86,19.8,0,72,0,4,9,72
1.936,0.194,242.48,8.0,0,0,18,14,1,18
0.448,0.23,246.17,2.0,0,0,0,27,3,0
0.334,0.098,241.33,1.4,0,0,1,1,5,1
0.34,0.236,240.64,1.6,0,0,1,27,6,1
0.216,0.0,243.92,1.0,0,0,0,13,1,0
0.22,0.0,237.46,1.0,0,0,0,29,3,0
0.246,0.0,241.39,1.2,0,0,0,24,8,0
1.244,0.098,240.01,5.2,0,0,0,22,1,0
0.116,0.0,226.27,0.6,0,0,0,18,7,0
0.45,0.078,241.65,1.8,0,0,0,6,3,0
0.508,0.056,239.89,2.2,0,0,0,6,10,0
1.95,0.194,242.61,8.0,0,0,18,14,1,18
0.31,0.148,245.73,1.4,0,0,1,8,7,1
0.21,0.082,243.2,0.8,0,0,1,4,6,1
0.392,0.224,242.22,1.8,0,1,1,8,10,2
0.414,0.066,241.87,1.6,0,0,0,19,2,0
0.3,0.108,241.38,1.2,0,2,0,27,10,2
0.256,0.114,242.48,1.2,0,2,1,14,7,3
1.294,0.0,237.35,5.4,0,0,18,13,3,18
0.434,0.0,243.83,1.8,0,0,1,28,2,1
2.086,0.0,242.87,8.6,0,0,19,9,3,19
0.166,0.0,240.55,0.8,0,0,1,5,8,1
1.614,0.24,245.95,6.6,0,1,19,27,11,20
1.758,0.282,239.99,7.8,0,0,0,16,10,0
0.436,0.098,239.0,2.2,0,2,1,27,5,3
1.482,0.082,237.58,6.2,0,0,18,24,9,18
2.58,0.558,239.41,11.4,0,1,18,21,8,19
1.682,0.122,240.97,7.0,0,0,18,23,5,18
3.508,0.078,240.27,14.6,0,0,18,18,2,18
1.664,0.312,241.17,7.0,0,1,18,3,10,19
1.568,0.164,239.57,6.6,0,0,18,17,5,18
4.058,0.248,238.62,17.0,0,1,17,26,1,18
1.228,0.188,238.73,5.2,1,0,0,23,9,1
1.424,0.0,241.85,5.8,0,0,19,24,11,19
0.324,0.094,245.91,1.4,0,1,0,5,4,1
2.468,0.526,236.87,11.2,31,1,0,9,6,32
1.366,0.076,236.99,5.6,0,0,18,14,10,18
1.478,0.194,237.6,6.2,0,2,17,30,3,19
0.368,0.118,244.18,1.6,0,0,1,20,4,1
1.926,0.0,240.7,8.0,0,0,19,15,6,19
4.544,0.29,239.58,19.0,0,34,1,18,11,35
1.422,0.218,238.09,6.0,0,0,17,8,1,17
0.334,0.062,242.25,1.4,0,2,0,14,10,2
